Datum,count
Wed 15:36 UTC,1
Wed 15:41 UTC,1
Wed 15:43 UTC,1
Wed 15:45 UTC,1
Wed 15:51 UTC,1
Wed 15:52 UTC,3
Wed 15:57 UTC,1
Wed 16:00 UTC,2
Wed 16:01 UTC,1
Wed 16:05 UTC,2
Wed 16:06 UTC,1
Wed 16:13 UTC,1
Wed 16:15 UTC,1
Wed 16:20 UTC,2
Wed 16:22 UTC,1
Wed 16:25 UTC,1
Wed 16:27 UTC,1
Wed 16:37 UTC,2
Wed 16:40 UTC,1
Wed 16:45 UTC,1
Wed 16:53 UTC,2
Wed 17:00 UTC,3
Wed 17:01 UTC,1
Wed 17:02 UTC,2
Wed 17:05 UTC,2
Wed 17:14 UTC,1
Wed 17:15 UTC,1
Wed 17:20 UTC,1
Wed 17:21 UTC,1
Wed 17:24 UTC,1
Wed 17:25 UTC,1
Wed 17:31 UTC,2
Wed 17:35 UTC,1
Wed 17:38 UTC,1
Wed 17:40 UTC,1
Wed 17:44 UTC,1
Wed 17:47 UTC,1
Wed 17:49 UTC,1
Wed 17:55 UTC,2
Wed 17:57 UTC,2
Wed 18:00 UTC,1
Wed 18:03 UTC,1
Wed 18:05 UTC,1
Wed 18:06 UTC,1
Wed 18:07 UTC,1
Wed 18:08 UTC,1
Wed 18:11 UTC,1
Wed 18:13 UTC,1
Wed 18:14 UTC,3
Wed 18:16 UTC,1
Wed 18:20 UTC,1
Wed 18:24 UTC,1
Wed 18:27 UTC,1
Wed 18:28 UTC,1
Wed 18:29 UTC,1
Wed 18:30 UTC,1
Wed 18:31 UTC,1
Wed 18:34 UTC,1
Wed 18:36 UTC,1
Wed 18:43 UTC,1
Wed 18:44 UTC,1
Wed 18:46 UTC,2
Wed 18:47 UTC,1
Wed 18:50 UTC,2
Wed 18:51 UTC,1
Wed 18:56 UTC,1
Wed 19:01 UTC,1
Wed 19:03 UTC,1
Wed 19:07 UTC,1
Wed 19:10 UTC,2
Wed 19:12 UTC,1
Wed 19:15 UTC,2
Wed 19:21 UTC,1
Wed 19:22 UTC,1
Wed 19:23 UTC,2
Wed 19:24 UTC,1
Wed 19:26 UTC,1
Wed 19:30 UTC,1
Wed 19:34 UTC,1
Wed 19:35 UTC,1
Wed 19:43 UTC,1
Wed 19:46 UTC,1
Wed 19:47 UTC,1
Wed 19:49 UTC,1
Wed 19:50 UTC,1
Wed 19:52 UTC,1
Wed 19:55 UTC,1
Wed 19:58 UTC,2
Wed 20:00 UTC,1
Wed 20:03 UTC,1
Wed 20:09 UTC,2
Wed 20:10 UTC,4
Wed 20:14 UTC,1
Wed 20:15 UTC,1
Wed 20:16 UTC,1
Wed 20:17 UTC,1
Wed 20:20 UTC,2
Wed 20:22 UTC,1
Wed 20:23 UTC,1
Wed 20:25 UTC,1
Wed 20:26 UTC,2
Wed 20:29 UTC,1
Wed 20:30 UTC,3
Wed 20:31 UTC,1
Wed 20:37 UTC,2
Wed 20:40 UTC,1
Wed 20:43 UTC,1
Wed 20:45 UTC,2
Wed 20:46 UTC,1
Wed 20:53 UTC,1
Wed 21:00 UTC,1
Wed 21:06 UTC,1
Wed 21:07 UTC,1
Wed 21:10 UTC,1
Wed 21:11 UTC,1
Wed 21:15 UTC,1
Wed 21:16 UTC,1
Wed 21:20 UTC,2
Wed 21:22 UTC,3
Wed 21:23 UTC,1
Wed 21:25 UTC,1
Wed 21:27 UTC,1
Wed 21:30 UTC,1
Wed 21:35 UTC,1
Wed 21:37 UTC,1
Wed 21:38 UTC,2
Wed 21:42 UTC,1
Wed 21:45 UTC,2
Wed 21:49 UTC,1
Wed 21:51 UTC,1
Wed 21:52 UTC,1
Wed 21:56 UTC,1
Wed 21:59 UTC,1
Wed 22:00 UTC,5
Wed 22:03 UTC,2
Wed 22:04 UTC,1
Wed 22:05 UTC,1
Wed 22:07 UTC,1
Wed 22:08 UTC,1
Wed 22:09 UTC,1
Wed 22:10 UTC,1
Wed 22:11 UTC,1
Wed 22:12 UTC,1
Wed 22:13 UTC,1
Wed 22:15 UTC,2
Wed 22:16 UTC,1
Wed 22:19 UTC,1
Wed 22:20 UTC,1
Wed 22:21 UTC,1
Wed 22:22 UTC,1
Wed 22:26 UTC,1
Wed 22:30 UTC,1
Wed 22:33 UTC,1
Wed 22:34 UTC,2
Wed 22:36 UTC,1
Wed 22:38 UTC,1
Wed 22:39 UTC,1
Wed 22:40 UTC,2
Wed 22:45 UTC,2
Wed 22:47 UTC,1
Wed 22:48 UTC,1
Wed 22:50 UTC,1
Wed 22:51 UTC,1
Wed 22:52 UTC,1
Wed 22:53 UTC,1
Wed 22:54 UTC,1
Wed 22:55 UTC,3
Wed 22:57 UTC,1
Wed 23:01 UTC,2
Wed 23:02 UTC,1
Wed 23:03 UTC,1
Wed 23:04 UTC,1
Wed 23:05 UTC,2
Wed 23:08 UTC,1
Wed 23:10 UTC,1
Wed 23:13 UTC,1
Wed 23:14 UTC,1
Wed 23:15 UTC,1
Wed 23:17 UTC,1
Wed 23:19 UTC,1
Wed 23:20 UTC,1
Wed 23:23 UTC,2
Wed 23:25 UTC,1
Wed 23:29 UTC,2
Wed 23:33 UTC,1
Wed 23:37 UTC,1
Wed 23:42 UTC,1
Wed 23:44 UTC,2
Wed 23:46 UTC,2
Wed 23:52 UTC,1
Wed 23:53 UTC,1
Wed 23:57 UTC,1
Wed 23:58 UTC,2
Wed 23:59 UTC,1
"Wed Apr 05, 1995",1
"Wed Apr 09, 2014",1
"Wed Apr 12, 1972",1
"Wed Apr 17, 1985",1
"Wed Apr 21, 1999",1
"Wed Apr 26, 1967",1
"Wed Apr 27, 1977",1
"Wed Apr 28, 1999",1
"Wed Apr 29, 2015",1
"Wed Dec 26, 1973",1
"Wed Dec 27, 1989",1
"Wed Jun 02, 1976",1
"Wed Jun 06, 1984",1
"Wed Jun 12, 1963",1
"Wed Jun 15, 2011",1
"Wed Jun 22, 1988",1
"Wed Mar 06, 1968",1
"Wed May 04, 1983",1
"Wed May 23, 2012",1
"Wed Nov 04, 2015",1
"Wed Nov 28, 1990",1
"Wed Nov 29, 1967",1
